source_file,case_name,court,year,courtlistener_cluster_id,courtlistener_url,database_sources,source_text_status,sha256_lf
10189892_2024_FRANKLIN v. THE JERSEY CITY HOUSING AUTHORITY_njd,Franklin v. The Jersey City Housing Authority,D.N.J.,2024,10189892,https://www.courtlistener.com/api/rest/v4/clusters/10189892/,RA; claims; csv,on file with author,fd4fc54d085085d4708063325bab242d16b12de9694837bf1563adb353ac2b80
10189925_2024_FRISCO v. COMMISSIONER OF SOCIAL SECURITY_njd,,,,10189925,https://www.courtlistener.com/api/rest/v4/clusters/10189925/,RA; claims; csv,,
10190122_2024_NELSON v. CLAUSSEN_njd,Nelson v. Claussen,D.N.J.,2024,10190122,https://www.courtlistener.com/api/rest/v4/clusters/10190122/,RA; 3604; claims; csv,on file with author,3adaf1166b65118c0f8f7167285c678fea9d5d3ed41efe93c148c15e7a6c23f9
10190181_2024_MCLEAN v. SUMITRA_njd,"Ruth T. McLean v. Aimee D. Sumitra, et al.",D.N.J.,2024,10190181,https://www.courtlistener.com/api/rest/v4/clusters/10190181/,RA; claims; csv; phase1_patch,,
10190254_2024_BIRD BUYS HOUSES LLC v. BRYANT ROGERS_njd,,,,10190254,https://www.courtlistener.com/api/rest/v4/clusters/10190254/,RA; claims; csv,,
10190572_2024_Smith v. Supportive Housing Coalition_nmd,Jerry Smith v. Supportive Housing Coalition,D.N.M.,2024,10190572,https://www.courtlistener.com/api/rest/v4/clusters/10190572/,RA; 3604; claims; csv,,
10190730_2024_Smith v. Supportive Housing Coalition_nmd,Jerry Smith v. Supportive Housing Coalition,D.N.M.,2024,10190730,https://www.courtlistener.com/api/rest/v4/clusters/10190730/,RA; 3604; claims; csv,on file with author,b3618a9c50a50917266737d1a847fb4e968098dacf6aa95f603297e6bf5bba3e
10190775_2024_Stevenson v. Kynor_nmd,,,,10190775,https://www.courtlistener.com/api/rest/v4/clusters/10190775/,RA; claims; csv,,
10192324_2022_Saint-Jean v. Emigrant Mortgage Company_nyed,"Jean Robert Saint-Jean, et al. v. Emigrant Mortgage Company, et al.",E.D.N.Y.,2022,10192324,https://www.courtlistener.com/api/rest/v4/clusters/10192324/,RA; claims; csv; phase1_patch,,
10192576_2024_Dixon v. NYCHDC_nyed,Terrance Dixon v. New York City Housing Development Corporation,E.D.N.Y.,2024,10192576,https://www.courtlistener.com/api/rest/v4/clusters/10192576/,RA; 3604; claims; csv,,
"10192659_2024_Fair Housing Justice Center, Inc. v. 203 Jay St. Associates, LLC_nyed","Fair Housing Justice Center, Inc. v. 203 Jay St. Associates, LLC",E.D.N.Y.,2024,10192659,https://www.courtlistener.com/api/rest/v4/clusters/10192659/,RA; claims; csv,,
"10193115_2024_Mills Pond Group LLC v. Town of Smithtown, New York_nyed","Mills Pond Group LLC v. Town of Smithtown, New York",E.D.N.Y.,2024,10193115,https://www.courtlistener.com/api/rest/v4/clusters/10193115/,RA; claims; csv,on file with author,db2fcf7ee0a8b970f8f4f9dbf0306465594832061801407fee4dae53d9851c93
"10193270_2024_Chestnut Hill NY, Inc. v. City of Kingston_nynd","Chestnut Hill NY, Inc. v. City of Kingston",N.D.N.Y.,2024,10193270,https://www.courtlistener.com/api/rest/v4/clusters/10193270/,RA; 3604; claims; csv,on file with author,2bfbf395bd836ed791752953dfa361649474aa77545aac1f673bf387013fbd79
"10193508_2024_Brown v. Community Preservation Partners, LLC_nynd","Brown v. Community Preservation Partners, LLC",N.D.N.Y.,2024,10193508,https://www.courtlistener.com/api/rest/v4/clusters/10193508/,RA; claims; csv; phase1_patch,,
10193512_2024_Hendricks v. Urban _ Economic Development_nynd,Hendricks v. Urban & Economic Development,N.D.N.Y.,2024,10193512,https://www.courtlistener.com/api/rest/v4/clusters/10193512/,RA; claims; csv; phase1_patch,on file with author,a643ddf1aae137928db2dd5dfb4fdfdcf59e2a37bce0bb2422739a45af0b5a55
10193520_2024_David v. Whittaker_nynd,"Amanda David and Rootwork Herbals, LLC v. Robert Whittaker, Jr.",N.D.N.Y.,2024,10193520,https://www.courtlistener.com/api/rest/v4/clusters/10193520/,RA; 3604; claims; csv,,
10193726_2023_Pierre v. United States Office of the Comptroller of Currency_nysd,Katheline Pierre v. United States Office of the Comptroller of Currency,S.D.N.Y.,2023,10193726,https://www.courtlistener.com/api/rest/v4/clusters/10193726/,RA; claims; csv,on file with author,581a52b5671c407f2234d5b78db9d31c51a13a4e07a1488685d7857520b6d2fa
"10193731_2023_My Mavens, LLC v. Grubhub, Inc._nysd",,,,10193731,https://www.courtlistener.com/api/rest/v4/clusters/10193731/,RA; claims; csv,,
"10193740_2023_Fair Housing Justice Center, Inc. v. Goldfarb Properties, Inc._nysd","Fair Housing Justice Center, Inc. v. Pelican Management, Inc.",S.D.N.Y.,2023,10193740,https://www.courtlistener.com/api/rest/v4/clusters/10193740/,RA; claims; csv,,
10193828_2024_Williams v. Settle Homes_nysd,Michael O. Williams v. Settle Homes,S.D.N.Y.,2024,10193828,https://www.courtlistener.com/api/rest/v4/clusters/10193828/,RA; 3604; claims; csv; phase1_patch,on file with author,1f3e50a6f1f43e62555bd253f09402b73d718a3caa8cf1dd132617d90edfca34
"10193953_2024_Avila v. ACACIA Network, Inc._nysd","Jimmy Avila v. Acacia Network, Inc.",S.D.N.Y.,2024,10193953,https://www.courtlistener.com/api/rest/v4/clusters/10193953/,RA; claims; csv; phase1_patch,,
10194512_2024_Avila v. ACACIA Network_nysd,Avila v. Acacia Network,S.D.N.Y.,2024,10194512,https://www.courtlistener.com/api/rest/v4/clusters/10194512/,RA; claims; csv,,
10194559_2024_Gagliardi v. Prager Metis CPAs LLC_nysd,,,,10194559,https://www.courtlistener.com/api/rest/v4/clusters/10194559/,RA; claims; csv,,
10194659_2024_Torres v. MMS Group LLC_nysd,"Elewood Torres v. MMS Group, LLC, et al.",S.D.N.Y.,2024,10194659,https://www.courtlistener.com/api/rest/v4/clusters/10194659/,RA; claims; csv,on file with author,a46663eeebddd3a0443244f2f6e8098ff08f0c615275bbee3c70f14beda6c8cf
10194721_2024_Arrington v. MZ 2640 Owner LLP_nysd,,,,10194721,https://www.courtlistener.com/api/rest/v4/clusters/10194721/,RA; 3604; claims; csv,,
10194816_2024_Moore v. City of New York_nysd,Ali Moore v. City of New York,S.D.N.Y.,2024,10194816,https://www.courtlistener.com/api/rest/v4/clusters/10194816/,RA; claims; csv,on file with author,04ea48f78b5d4c8c12ee702633db77d4c0dfe95b52eb466c777ca489841eac98
10194992_2024_Leon v. Kearney_nysd,"Loren Leon v. Mary Kearney, et al.",S.D.N.Y.,2024,10194992,https://www.courtlistener.com/api/rest/v4/clusters/10194992/,RA; 3604; claims; csv,on file with author,74615905bc5a76d3c2c2fe2a183414642e262418ce242690c785566111c2e1d4
10195167_2024_Goldstein v. The Bowery_nysd,Goldstein v. The Bowery Defendants,S.D.N.Y.,2024,10195167,https://www.courtlistener.com/api/rest/v4/clusters/10195167/,3604; claims; csv; phase1_patch,on file with author,c209b7fe4f1bfabe3e7bfff5d993448cd492306928f7b08057cea9ba33bb6919
10195301_2024_MacNeal v. The State of New York_nysd,"Kelly MacNeal v. The State of New York, et al.",S.D.N.Y.,2024,10195301,https://www.courtlistener.com/api/rest/v4/clusters/10195301/,RA; claims; csv; phase1_patch,,
10195352_2024_Hall v. Crestwood Lake Section 8 Holding Corporation_nysd,Lisa Hall v. Crestwood Lake Section 8 Holding Corporation,S.D.N.Y.,2024,10195352,https://www.courtlistener.com/api/rest/v4/clusters/10195352/,RA; 3604; claims; csv,on file with author,c278fb96838cbfa4c006d752e500df0954bafed802e360827ce4bdf4c92664f9
10195641_2024_Indig v. Village of Pomona_nysd,"Samuel Indig, Leah Indig, Meir Kahana, Robert Klein, and Naftali Klein v. The Village of Pomona, Brett Yagel, Louis Zummo, Leon Harris, Doris Ulman, and Ian Banks",S.D.N.Y.,2024,10195641,https://www.courtlistener.com/api/rest/v4/clusters/10195641/,RA; 3604; claims; csv,,
10195658_2024_Charlier v. 21 Astor Place Condominium_nysd,Charlier v. 21 Astor Place Condominium,S.D.N.Y.,2024,10195658,https://www.courtlistener.com/api/rest/v4/clusters/10195658/,RA; 3604; claims; csv,,
10196516_2024_Williams v. LSG Sky Chefs_nysd,,,,10196516,https://www.courtlistener.com/api/rest/v4/clusters/10196516/,RA; claims; csv,,
10196929_2024_Cavallo v. HPD Section 8_nysd,Ronald Cavallo v. HPD Section 8; Goddard Riverside,S.D.N.Y.,2024,10196929,https://www.courtlistener.com/api/rest/v4/clusters/10196929/,RA; 3604; claims; csv,on file with author,ceba6d5e0185993624532384bd33c1f611456405b6a01a81636a4e6473415ee0
10196977_2024_Williams v. 647 E. 229th St. Bronx LLC_nysd,Williams v. 647 E. 229th St. Bronx LLC,S.D.N.Y.,2024,10196977,https://www.courtlistener.com/api/rest/v4/clusters/10196977/,RA; 3604; claims; csv,on file with author,d3ef30d9d22252939119213aee1bb7e74328fb32fd2ce6bd45a84647189d9019
10197106_2024_Avila v. New York City Housing Authority_nysd,Jimmy Avila v. New York City Housing Authority,S.D.N.Y.,2024,10197106,https://www.courtlistener.com/api/rest/v4/clusters/10197106/,RA; 3604; claims; csv,on file with author,7e0540b7a5dc1ad6394359b0d5d3362f4ff5c54df292299d4ae128de69a988bd
10197165_2024_Pownall El v. S. Realty_nysd,Annalicia Deandra Pownall El v. S. Realty; Lawrence Spitz; Manny; Mark,S.D.N.Y.,2024,10197165,https://www.courtlistener.com/api/rest/v4/clusters/10197165/,RA; 3604; claims; csv,on file with author,942f063b65422657805a2dc4859e272b8d39082c9098c3d785db9fddfc3b04ad
"10197328_2024_Moore v. Capital Realty Group, Inc._nywd","Jerry W. Moore v. Capital Realty Group, Inc.",W.D.N.Y.,2024,10197328,https://www.courtlistener.com/api/rest/v4/clusters/10197328/,RA; claims; csv,,
10197853_2024_Culver v. Churchill_ohnd,"Chelsea Culver, et al. v. Melissa Churchill, et al.",N.D. Ohio,2024,10197853,https://www.courtlistener.com/api/rest/v4/clusters/10197853/,RA; 3604; claims; csv; phase1_patch,,
10197943_2024_Hall v. Board_ohnd,,,,10197943,https://www.courtlistener.com/api/rest/v4/clusters/10197943/,RA; claims; csv,,
"10198277_2024_S.R. v. Wyndham Hotels _ Resorts, Inc._ohsd",,,,10198277,https://www.courtlistener.com/api/rest/v4/clusters/10198277/,RA; claims; csv,,
"10198286_2024_S.R. v. Wyndham Hotels _ Resorts, Inc._ohsd",,,,10198286,https://www.courtlistener.com/api/rest/v4/clusters/10198286/,RA; claims; csv,,
10198385_2024_Chapman v. Davis_ohsd,"Tasha Chapman v. Justin Davis, et al.",S.D. Ohio,2024,10198385,https://www.courtlistener.com/api/rest/v4/clusters/10198385/,RA; 3604; claims; csv,on file with author,6912e097c5c8eba65b90847f2ff8ecc71d712d8137a5434ee9a15adae837af9c
"10198531_2024_Doe v. Best Western International, Inc._ohsd",,,,10198531,https://www.courtlistener.com/api/rest/v4/clusters/10198531/,RA; claims; csv,,
10198762_2024_Leonard v. Hocking Metropolitan Housing Authority_ohsd,"Ronald D. Leonard v. Hocking Metropolitan Housing Authority, et al.",S.D. Ohio,2024,10198762,https://www.courtlistener.com/api/rest/v4/clusters/10198762/,3604; claims; csv; dates_resolved,on file with author,cae5b866cef4039e92c1d68ec4d06837523d36d77bb481314b10ea50da5e2878
10198974_2024_Chapman v. Franklin County Board of Commissioners_ohsd,,,,10198974,https://www.courtlistener.com/api/rest/v4/clusters/10198974/,RA; claims; csv,,
"10199087_2024_Metropolitan Fair Housing Council of Oklahoma, Inc v. Feiock_oked","Metropolitan Fair Housing Council of Oklahoma, Inc. v. Feiock",E.D. Okla.,2024,10199087,https://www.courtlistener.com/api/rest/v4/clusters/10199087/,RA; 3604; claims; csv,,
10199102_2024_White v. Matthews_oked,White v. Matthews,E.D. Okla.,2024,10199102,https://www.courtlistener.com/api/rest/v4/clusters/10199102/,RA; claims; csv; phase1_patch,,
"10199161_2024_Robinson v. Nationstar Mortgage, LLC._oked","Robinson v. Nationstar Mortgage, LLC",E.D. Okla.,2024,10199161,https://www.courtlistener.com/api/rest/v4/clusters/10199161/,RA; claims; csv; dates_resolved,,
10199166_2024_McVicker v. Muskogee Housing Authority_oked,Rosemary McVicker v. Muskogee Housing Authority,E.D. Okla.,2024,10199166,https://www.courtlistener.com/api/rest/v4/clusters/10199166/,RA; 3604; claims; csv; phase1_patch,,
10199481_2024_Blackburn v. Webb_okwd,"Tyeashia M. Blackburn; Lezlie E. Freeman v. Kelly Webb; Rent King, LLC",W.D. Okla.,2024,10199481,https://www.courtlistener.com/api/rest/v4/clusters/10199481/,RA; claims; csv; phase1_patch,on file with author,76d6c5474d48415f47ca70d4b86da12b86b188ce7943b4c8b6cc20c3385502ec
10199579_2024_Blackburn v. Webb_okwd,Blackburn v. Webb,W.D. Okla.,2024,10199579,https://www.courtlistener.com/api/rest/v4/clusters/10199579/,RA; claims; csv; phase1_patch,,
10199780_2024_Marquart v. City of Shaniko_ord,Zachary Forrest Marquart v. City of Shaniko,D. Or.,2024,10199780,https://www.courtlistener.com/api/rest/v4/clusters/10199780/,RA; claims; csv,,
10199996_2024_Washington v. Farmington Estates Owners Association_ord,"Wilmore Lee Washington, III v. Farmington Estates Owners Association",D. Or.,2024,10199996,https://www.courtlistener.com/api/rest/v4/clusters/10199996/,RA; claims; csv,,
10200390_2024_ALVAREZ v. CITY OF PHILA_paed,"King Anthony Alvarez v. City of Philadelphia, et al.",E.D. Pa.,2024,10200390,https://www.courtlistener.com/api/rest/v4/clusters/10200390/,RA; 3604; claims; csv,on file with author,151ff8d46740dc35ee12108a9de9f4b451b6fbf85adc68018eeb45fc469f65ce
10200456_2024_PARKER v. LEE_paed,Parker v. Lee,E.D. Pa.,2024,10200456,https://www.courtlistener.com/api/rest/v4/clusters/10200456/,RA; 3604; claims; csv,,
10200545_2024_LERNER v. CITY AND COUNTY OF PHILADELPHIA_paed,,,,10200545,https://www.courtlistener.com/api/rest/v4/clusters/10200545/,RA; claims; csv,,
"10201014_2024_Heffner v. Gemcraft Homes Group, Inc._pamd","Miriam Millan-Heffner, et al. v. Gemcraft Homes Group, Inc., et al.",M.D. Pa.,2024,10201014,https://www.courtlistener.com/api/rest/v4/clusters/10201014/,RA; 3604; claims; csv,,
10201075_2024_Ewideh v. Homesite Insurance Company of the Midwest_pamd,Ewideh v. Homesite Insurance Company of the Midwest,M.D. Pa.,2024,10201075,https://www.courtlistener.com/api/rest/v4/clusters/10201075/,RA; 3604; claims; csv,on file with author,015579a0505831362a4bab3871421e82efd58c9d5e5bb3d30fed06e76e10491e
"10201865_2024_Cortez-Villanueva v. Puerta de Tierra, LLC_prd","Gabriel Cortez-Villanueva v. Puerta de Tierra, LLC, et al.",D.P.R.,2024,10201865,https://www.courtlistener.com/api/rest/v4/clusters/10201865/,RA; claims; csv,on file with author,79e2c59c99d87038657e21b4f0d3b1561e9999c3187b44669e20cda6c0f2aed3
10201923_2024_Newbury v. United States Department of Housing and Urban Development_rid,"Nancy Newbury, et al. v. United States Department of Housing and Urban Development",D.R.I.,2024,10201923,https://www.courtlistener.com/api/rest/v4/clusters/10201923/,RA; 3604; claims; csv,,
10201943_2024_Larocque v. Spring Green Corporation_rid,Larocque v. Spring Green Corporation,D.R.I.,2024,10201943,https://www.courtlistener.com/api/rest/v4/clusters/10201943/,RA; 3604; claims; csv,,
"10202023_2024_Whisonant v. Exclusive Properties, LLC_scd","Whisonant v. Exclusive Properties, LLC",D.S.C.,2024,10202023,https://www.courtlistener.com/api/rest/v4/clusters/10202023/,RA; claims; csv,,
10202079_2024_Smalls v. RE Carroll Management Company_scd,Avril Smalls v. RE Carroll Management Company,D.S.C.,2024,10202079,https://www.courtlistener.com/api/rest/v4/clusters/10202079/,RA; claims; csv,,
10202266_2024_Scipio v. Housing Authority of Hartsville_scd,Eshawn Jessica Scipio v. Housing Authority of Hartsville,D.S.C.,2024,10202266,https://www.courtlistener.com/api/rest/v4/clusters/10202266/,RA; claims; csv; phase1_patch,,
"10202876_2024_Murphy v. Brixworth Homeowners Association, Inc._tned","Murphy v. Brixworth Homeowners Association, Inc.",E.D. Tenn.,2024,10202876,https://www.courtlistener.com/api/rest/v4/clusters/10202876/,RA; 3604; claims; csv; phase1_patch,on file with author,da5c12dbda866eef46e6082eccff5e33f0bca9745634cf178149cdaee49fcea2
"10203132_2024_George v. Overall Creek Apartments, LLC_tnmd","Cynthia George v. Overall Creek Apartments, LLC",M.D. Tenn.,2024,10203132,https://www.courtlistener.com/api/rest/v4/clusters/10203132/,RA; 3604; claims; csv,,
"10203219_2024_George v. Overall Creek Apartments, LLC_tnmd","George v. Overall Creek Apartments, LLC",M.D. Tenn.,2024,10203219,https://www.courtlistener.com/api/rest/v4/clusters/10203219/,3604; claims; csv,,
10203487_2023_Gamane v. Diamond_tnwd,Gamane v. Diamond,W.D. Tenn.,2023,10203487,https://www.courtlistener.com/api/rest/v4/clusters/10203487/,3604; claims; csv,,
10204105_2024_Brady v. The Evangelical Lutheran Good Samaritan Society_txed,Mary Brady v. The Evangelical Lutheran Good Samaritan Society,E.D. Tex.,2024,10204105,https://www.courtlistener.com/api/rest/v4/clusters/10204105/,RA; 3604; claims; csv,on file with author,d1ff7f6595e131da487fdbc9ffe962576d4cecfe33c14ca7d52a0b39c29a3ecf
10204880_2023_Lakeside of Coppell v. Hurst_txnd,Lakeside of Coppell v. Hurst,N.D. Tex.,2023,10204880,https://www.courtlistener.com/api/rest/v4/clusters/10204880/,RA; claims; csv,,
10204970_2024_Haire v. 5445 Caruth Haven Lane Apartments Owner LLC_txnd,Tiffany Haire v. 5445 Caruth Haven Lane Apartments Owner LLC,N.D. Tex.,2024,10204970,https://www.courtlistener.com/api/rest/v4/clusters/10204970/,RA; 3604; claims; csv,,
10205156_2024_Bowman v. SWBC Real Estate Services LLC_txnd,"Bowman v. SWBC Real Estates Services, LLC",N.D. Tex.,2024,10205156,https://www.courtlistener.com/api/rest/v4/clusters/10205156/,RA; 3604; claims; csv,,
"10208196_2021_Bowman v. Prida Construction, Inc._txsd","Dana Bowman v. Prida Construction, Inc., et al.",S.D. Tex.,2021,10208196,https://www.courtlistener.com/api/rest/v4/clusters/10208196/,RA; claims; csv,,
10208624_2022_Ford v. Camillo Properties_txsd,"Larry D. Ford v. Camillo Properties, et al.",S.D. Tex.,2022,10208624,https://www.courtlistener.com/api/rest/v4/clusters/10208624/,p3ext_20260703,,
10208709_2022_Stewart v. Purgason_txsd,,,,10208709,https://www.courtlistener.com/api/rest/v4/clusters/10208709/,RA; claims; csv,,
"10208849_2022_Parada v. Sandhill Shores Property Owners Association, Inc._txsd","Cecilia Parada v. Sandhill Shores Property Owners Association, Inc.",S.D. Tex.,2022,10208849,https://www.courtlistener.com/api/rest/v4/clusters/10208849/,RA; 3604; claims; csv,,
"10209181_2022_People for the Ethical Treatment of Animals, Inc. v. Young_txsd",,,,10209181,https://www.courtlistener.com/api/rest/v4/clusters/10209181/,RA; claims; csv,,
10209225_2022_Rubin v. De La Cruz_txsd,,,,10209225,https://www.courtlistener.com/api/rest/v4/clusters/10209225/,RA; claims; csv,,
"10209502_2023_Alviarez v. Goya Foods, Inc._txsd",,,,10209502,https://www.courtlistener.com/api/rest/v4/clusters/10209502/,3604; claims,,
10209750_2023_Hribar v. Commissioner of Social Security_txsd,,,,10209750,https://www.courtlistener.com/api/rest/v4/clusters/10209750/,RA; claims; csv,,
10210256_2023_El-Bey v. Berkshire Hathaway Home Service_txsd,Prinyah El-Bey v. Berkshire Hathaway Home Services,S.D. Tex.,2023,10210256,https://www.courtlistener.com/api/rest/v4/clusters/10210256/,RA; 3604; claims; csv,on file with author,dc8aa7f9b5c33c4e41bc756ecee3635d2d6b57ab31c9cb898c9abaa690909238
"10210465_2023_Bowman v. Shadowbriar Apartments, LLC_txsd","Bowman v. Shadowbriar Apartments, LLC",S.D. Tex.,2023,10210465,https://www.courtlistener.com/api/rest/v4/clusters/10210465/,RA; claims; csv,on file with author,e52a1695dee52a1cd78414a15895bebe17b0b11174eec1f798008d56960ae977
